Date,AAPL,HPQ,INTC,MSFT
2004-08-02,31.58,20.37,24.9,28.52
2004-08-03,31.29,20.25,24.17,28.07
2004-08-04,31.79,20.44,23.97,28.06
2004-08-05,31.39,20.5,23.67,27.53
2004-08-06,29.78,19.9,22.77,27.14
2004-08-09,30.3,19.88,22.57,27.18
2004-08-10,31.52,19.95,22.54,27.72
2004-08-11,31.01,19.52,22.16,27.41
2004-08-12,30.37,16.95,21.24,26.88
2004-08-13,30.84,16.5,21.56,27.02
2004-08-16,30.78,16.9,21.42,27.09
2004-08-17,30.87,16.9,21.509,27.05
2004-08-18,31.74,17.53,22.22,27.46
2004-08-19,30.71,17.71,22.01,27.12
2004-08-20,30.8,18.11,21.62,27.2
2004-08-23,31.08,17.88,21.89,27.24
2004-08-24,31.95,17.68,21.67,27.24
2004-08-25,33.05,18.1,21.95,27.55
2004-08-26,34.66,18.19,21.77,27.44
2004-08-27,34.35,18.26,22.02,27.46
2004-08-30,34.12,17.92,21.6,27.3
2004-08-31,34.49,17.89,21.29,27.3
2004-09-01,35.86,17.92,21.43,27.39
2004-09-02,35.66,18.01,21.63,27.62
2004-09-03,35.23,17.7,20.05,27.11
2004-09-07,35.76,17.99,19.89,27.36
2004-09-08,36.35,17.94,19.72,27.26
2004-09-09,35.7,18.12,20.17,27.28
2004-09-10,35.87,18.29,20.57,27.49
2004-09-13,35.59,18.61,20.8,27.25
2004-09-14,35.49,18.4,20.77,27.44
2004-09-15,35.2,18.28,20.42,27.19
2004-09-16,36.35,18.22,20.11,27.26
2004-09-17,37.14,18.11,20.59,27.51
2004-09-20,37.71,18.41,20.92,27.51
2004-09-21,38.01,18.7,21.08,27.26
2004-09-22,36.92,18.62,20.42,27.12
2004-09-23,37.27,18.84,20.38,27.35
2004-09-24,37.29,18.58,20.13,27.29
2004-09-27,37.53,18.4,19.92,27.19
2004-09-28,38.04,18.24,19.68,27.27
2004-09-29,38.68,18.52,20.07,27.58
2004-09-30,38.75,18.75,20.06,27.65
2004-10-01,38.67,19.12,20.85,28.25
2004-10-04,38.79,19.06,21.13,28.12
2004-10-05,39.37,18.98,21.32,28.38
2004-10-06,40.64,19.18,21.13,28.53
2004-10-07,39.62,19.03,21.24,28.17
2004-10-08,39.06,18.56,20.55,27.99
2004-10-11,38.59,18.64,20.61,28.06
2004-10-12,38.29,18.53,20.28,28.03
2004-10-13,39.75,18.9,20.99,28.03
2004-10-14,44.98,18.38,20.51,27.8
2004-10-15,45.5,18.21,20.61,27.99
2004-10-18,47.75,18.25,20.79,28.41
2004-10-19,47.42,18.24,20.8,28.18
2004-10-20,47.47,18.23,21.45,28.699
2004-10-21,47.94,18.36,21.69,28.56
2004-10-22,47.41,17.94,21.3,27.74
2004-10-25,47.55,17.91,21.31,27.63
2004-10-26,47.97,17.86,21.4,27.9
2004-10-27,50.3,18.45,22.0,28.15
2004-10-28,52.19,18.49,22.27,28.01
2004-10-29,52.4,18.66,22.26,27.97
2004-11-01,52.45,18.76,22.44,28.08
2004-11-02,53.5,19.0,22.61,28.24
2004-11-03,55.31,19.0,22.67,28.47
2004-11-04,54.45,19.53,22.88,29.0
2004-11-05,54.72,19.69,23.36,29.31
2004-11-08,54.38,19.81,23.23,29.28
2004-11-09,54.05,19.7,23.08,29.77
2004-11-10,54.75,18.97,22.86,29.73
2004-11-11,55.3,19.25,23.17,29.98
2004-11-12,55.5,19.34,23.69,29.97
2004-11-15,55.24,19.42,23.77,27.39
2004-11-16,54.935,19.68,23.84,27.12
2004-11-17,54.9,20.2,24.32,27.17
2004-11-18,55.39,20.26,24.8,27.07
2004-11-19,55.17,20.08,24.16,26.86
2004-11-22,61.35,20.2,24.1,26.65
2004-11-23,61.27,20.16,23.37,26.53
2004-11-24,64.05,20.14,23.61,26.64
2004-11-26,64.55,20.17,23.21,26.6
2004-11-29,68.44,20.1,23.06,26.77
2004-11-30,67.05,20.0,22.38,26.81
2004-12-01,67.79,20.52,23.1,27.25
2004-12-02,65.21,20.57,22.71,27.09
2004-12-03,62.68,20.99,23.91,27.23
2004-12-06,65.78,21.33,24.01,27.33
2004-12-07,62.89,21.08,23.48,27.07
2004-12-08,63.28,21.02,23.01,27.36
2004-12-09,63.99,20.87,22.76,27.23
2004-12-10,65.15,20.81,22.56,27.08
2004-12-13,64.91,20.7,22.63,27.25
2004-12-14,65.29,20.6,23.24,27.23
2004-12-15,65.26,20.71,23.14,27.11
2004-12-16,66.596,21.05,22.87,27.16
2004-12-17,64.99,20.96,22.77,26.96
2004-12-20,62.72,20.98,22.7,26.95
2004-12-21,63.69,21.21,23.49,27.07
2004-12-22,63.75,21.21,23.45,26.97
2004-12-23,64.01,21.06,23.54,27.01
2004-12-27,63.16,21.09,23.37,26.85
2004-12-28,64.18,21.23,23.28,26.95
2004-12-29,64.44,21.2,23.25,26.9
2004-12-30,64.8,21.13,23.25,26.76
2004-12-31,64.4,20.97,23.39,26.72
2005-01-03,63.29,21.05,23.07,26.74
2005-01-04,63.94,20.91,22.61,26.84
2005-01-05,64.5,21.0,22.39,26.78
2005-01-06,64.55,20.96,22.46,26.75
2005-01-07,69.25,20.84,22.8,26.67
2005-01-10,68.96,20.81,22.88,26.8
2005-01-11,64.56,20.05,22.54,26.73
2005-01-12,65.46,20.04,23.16,26.78
2005-01-13,69.8,19.95,22.82,26.27
2005-01-14,70.2,20.07,23.02,26.12
2005-01-18,70.65,20.43,22.94,26.32
2005-01-19,69.88,20.28,22.6,25.98
2005-01-20,70.46,20.02,22.58,25.86
2005-01-21,70.49,19.99,22.42,25.65
2005-01-24,70.76,19.89,21.99,25.67
2005-01-25,72.05,19.66,22.26,26.02
2005-01-26,72.25,19.59,22.42,26.01
2005-01-27,72.64,19.49,22.31,26.11
2005-01-28,73.98,19.34,22.24,26.18
2005-01-31,76.9,19.59,22.45,26.28
2005-02-01,77.53,19.82,22.6298,26.39
2005-02-02,79.63,19.57,22.58,26.46
2005-02-03,77.81,19.9,22.38,26.18
2005-02-04,78.84,20.45,23.0,26.32
2005-02-07,78.94,20.37,22.91,26.16
2005-02-08,80.9,20.14,23.41,26.24
2005-02-09,78.74,21.53,23.3,26.07
2005-02-10,78.36,21.48,23.5,26.06
2005-02-11,81.21,21.3,24.17,25.97
2005-02-14,84.63,20.77,24.31,26.01
2005-02-15,88.41,21.12,24.47,25.93
2005-02-16,90.13,21.06,24.14,25.79
2005-02-17,87.81,20.86,23.63,25.65
2005-02-18,86.81,21.0,24.02,25.48
2005-02-22,85.29,20.57,23.76,25.23
2005-02-23,88.23,20.36,23.31,25.2
2005-02-24,88.93,20.44,23.7,25.37
2005-02-25,88.99,20.66,24.09,25.25
2005-02-28,44.86,20.8,23.99,25.16
2005-03-01,44.5,20.72,24.62,25.28
2005-03-02,44.121,20.7,24.52,25.26
2005-03-03,41.79,20.81,24.5,25.17
2005-03-04,42.81,20.56,24.68,25.17
2005-03-07,42.75,20.87,25.11,25.47
2005-03-08,40.53,20.92,24.8,25.4
2005-03-09,39.35,20.64,24.84,25.31
2005-03-10,39.83,20.59,24.85,25.43
2005-03-11,40.27,19.94,24.2,25.09
2005-03-14,40.32,20.2,24.27,25.11
2005-03-15,40.96,20.14,23.88,24.91
2005-03-16,41.18,20.22,23.54,24.63
2005-03-17,42.25,20.38,23.41,24.54
2005-03-18,42.96,20.1,23.41,24.31
2005-03-21,43.7,20.15,23.5,24.2
2005-03-22,42.83,20.01,23.02,23.99
2005-03-23,42.55,19.76,23.39,24.18
2005-03-24,42.5,19.81,23.18,24.28
2005-03-28,42.53,19.79,23.3,24.2
2005-03-29,41.75,21.78,23.15,23.92
2005-03-30,42.8,22.0,23.49,24.16
2005-03-31,41.67,21.94,23.23,24.17
2005-04-01,40.89,21.71,23.01,24.12
2005-04-04,41.09,21.91,22.93,24.23
2005-04-05,41.89,21.56,23.13,24.47
2005-04-06,42.33,21.77,23.05,24.67
2005-04-07,43.56,21.8,23.41,25.1
2005-04-08,43.74,21.64,23.29,24.94
2005-04-11,41.92,21.57,23.12,24.97
2005-04-12,42.66,21.71,23.22,25.32
2005-04-13,41.04,21.95,22.82,25.04
2005-04-14,37.26,21.75,22.49,24.84
2005-04-15,35.35,20.84,22.12,24.46
2005-04-18,35.62,20.44,22.21,24.65
2005-04-19,37.09,20.65,22.63,24.63
2005-04-20,35.51,20.59,22.66,24.32
2005-04-21,37.14,21.06,23.37,25.24
2005-04-22,35.5,20.78,23.24,24.98
2005-04-25,36.98,21.1,23.41,24.99
2005-04-26,36.19,20.47,23.32,24.76
2005-04-27,35.95,20.17,23.51,24.99
2005-04-28,35.54,20.3,23.19,24.45
2005-04-29,36.06,20.47,23.52,25.3
2005-05-02,36.43,20.97,23.55,25.23
2005-05-03,36.21,21.0,23.83,25.36
2005-05-04,37.15,21.03,24.11,25.21
2005-05-05,36.68,20.93,24.26,25.23
2005-05-06,37.24,20.98,24.49,25.22
2005-05-09,36.97,20.74,24.8,25.11
2005-05-10,36.42,20.45,24.67,24.9
2005-05-11,35.61,20.56,24.77,24.91
2005-05-12,34.13,20.15,24.84,25.0
2005-05-13,34.77,20.62,25.12,25.3
2005-05-16,35.55,21.01,25.33,25.49
2005-05-17,35.36,21.55,25.7,25.46
2005-05-18,35.84,22.55,25.93,25.7
2005-05-19,37.55,22.51,26.01,25.92
2005-05-20,37.55,22.5,26.35,25.74
2005-05-23,39.76,22.55,26.5,25.85
2005-05-24,39.7,22.72,26.96,25.75
2005-05-25,39.78,22.82,27.0,25.71
2005-05-26,40.74,23.0,27.37,25.9
2005-05-27,40.56,22.77,27.39,26.07
2005-05-31,39.7593,22.51,26.96,25.8
2005-06-01,40.3,22.68,27.29,25.81
2005-06-02,40.04,22.68,27.59,25.79
2005-06-03,38.24,22.72,27.33,25.43
2005-06-06,37.92,22.58,27.17,25.37
2005-06-07,36.54,22.51,26.86,25.51
2005-06-08,36.92,22.43,27.1,25.4
2005-06-09,37.65,22.76,27.7,25.51
2005-06-10,35.81,23.5,26.98,25.43
2005-06-13,35.9,23.89,27.0,25.31
2005-06-14,36.0,23.85,26.7,25.36
2005-06-15,37.13,23.88,26.94,25.26
2005-06-16,37.98,23.9,27.12,25.04
2005-06-17,38.31,23.91,27.12,25.04
2005-06-20,37.61,23.85,26.9,25.11
2005-06-21,37.86,24.61,27.18,25.15
2005-06-22,38.55,24.5,27.11,25.07
2005-06-23,38.89,24.39,26.77,25.31
2005-06-24,37.76,23.8,26.1,25.04
2005-06-27,37.1,23.51,25.86,25.05
2005-06-28,37.31,23.66,26.33,25.07
2005-06-29,36.37,24.07,26.25,25.09
2005-06-30,36.81,23.51,26.02,24.84
2005-07-01,36.5,23.48,26.21,24.71
2005-07-05,37.98,23.71,26.68,24.98
2005-07-06,37.39,23.96,26.5,24.7
2005-07-07,37.63,24.15,26.56,24.65
2005-07-08,38.25,24.28,27.28,25.09
2005-07-11,38.1,24.13,27.7,25.29
2005-07-12,38.24,24.11,27.75,25.61
2005-07-13,38.35,24.42,27.59,25.66
2005-07-14,40.75,24.62,27.88,25.97
2005-07-15,41.55,24.94,28.3,25.79
2005-07-18,41.49,24.92,28.23,25.55
2005-07-19,43.19,24.52,28.71,26.16
2005-07-20,43.63,24.73,27.44,26.19
2005-07-21,43.29,24.29,27.03,26.44
2005-07-22,44.0,24.18,26.75,25.68
2005-07-25,43.81,24.3,26.5199,25.69
2005-07-26,43.63,24.36,26.89,25.54
2005-07-27,43.99,24.78,27.06,25.72
2005-07-28,43.8,24.49,27.34,25.75
2005-07-29,42.65,24.62,27.14,25.61
2005-08-01,42.75,24.5,27.111,25.92
2005-08-02,43.19,24.32,27.56,26.81
2005-08-03,43.22,24.61,27.64,27.25
2005-08-04,42.71,24.46,27.01,27.32
2005-08-05,42.99,24.68,26.77,27.76
2005-08-08,42.65,24.61,26.71,27.13
2005-08-09,43.82,24.55,26.9,27.35
2005-08-10,43.38,24.14,26.88,26.95
2005-08-11,44.0,24.18,26.82,27.27
2005-08-12,46.1,24.03,26.31,27.05
2005-08-15,47.68,24.09,26.53,27.13
2005-08-16,46.25,23.7,26.0,26.74
2005-08-17,47.15,26.82,26.09,26.95
2005-08-18,46.3,26.65,25.88,26.82
2005-08-19,45.83,26.49,25.65,26.72
2005-08-22,45.87,26.53,26.06,26.91
2005-08-23,45.74,26.71,25.72,26.87
2005-08-24,45.77,26.72,25.53,26.81
2005-08-25,46.06,26.9,25.46,27.03
2005-08-26,45.74,27.01,25.41,26.97
2005-08-29,45.84,26.69,25.73,27.15
2005-08-30,46.57,27.1,25.57,27.18
2005-08-31,46.89,27.76,25.72,27.38
2005-09-01,46.26,27.9,25.26,27.2
2005-09-02,46.22,27.6,25.28,27.02
2005-09-06,48.8,27.25,25.7,27.0
2005-09-07,48.68,27.46,25.66,26.85
2005-09-08,49.78,27.85,26.09,26.61
2005-09-09,51.31,27.81,25.25,26.58
2005-09-12,51.4,27.74,24.99,26.61
2005-09-13,50.82,27.53,24.9,26.48
2005-09-14,49.61,27.5,24.49,26.31
2005-09-15,49.87,27.87,24.55,26.27
2005-09-16,51.21,28.34,24.81,26.07
2005-09-19,52.64,28.88,24.68,26.0
2005-09-20,53.19,28.28,24.48,25.84
2005-09-21,52.11,28.09,24.5,25.49
2005-09-22,51.9,28.01,24.56,25.34
2005-09-23,53.2,28.47,24.38,25.27
2005-09-26,53.84,28.94,24.22,25.27
2005-09-27,53.44,28.37,23.83,25.34
2005-09-28,51.08,28.52,23.95,25.67
2005-09-29,52.34,28.94,24.48,25.94
2005-09-30,53.61,29.2,24.65,25.73
2005-10-03,54.44,28.9,24.6,25.5
2005-10-04,53.75,28.55,24.5,24.98
2005-10-05,52.7801,27.47,24.07,24.67
2005-10-06,51.7,26.89,23.76,24.73
2005-10-07,51.3,27.1,23.82,24.59
2005-10-10,50.37,26.67,23.42,24.46
2005-10-11,51.59,27.24,23.42,24.41
2005-10-12,49.25,27.3,23.24,24.3
2005-10-13,53.74,27.24,23.2,24.59
2005-10-14,54.0,27.54,23.23,24.67
2005-10-17,53.44,27.38,23.46,24.53
2005-10-18,52.21,27.73,23.72,24.57
2005-10-19,54.94,27.64,23.69,25.09
2005-10-20,56.14,27.42,23.62,24.79
2005-10-21,55.66,27.57,23.15,24.78
2005-10-24,56.79,28.25,23.1,25.1
2005-10-25,56.1,27.48,23.11,25.03
2005-10-26,57.03,26.96,23.07,25.1101
2005-10-27,55.41,26.8,22.84,24.85
2005-10-28,54.47,27.96,23.33,25.53
2005-10-31,57.59,28.04,23.5,25.7
2005-11-01,57.5,28.28,22.65,25.96
2005-11-02,59.95,28.79,23.37,26.46
2005-11-03,61.8499,28.74,23.89,26.44
2005-11-04,61.15,28.53,23.99,26.66
2005-11-07,60.23,28.73,24.5,27.01
2005-11-08,59.9,28.54,24.55,27.0495
2005-11-09,60.11,28.23,24.8,26.96
2005-11-10,61.18,28.27,25.24,27.09
2005-11-11,61.54,28.52,25.13,27.28
2005-11-14,61.45,28.2,25.37,27.35
2005-11-15,62.28,28.12,25.08,27.5
2005-11-16,64.95,28.27,24.87,27.74
2005-11-17,64.52,29.0,25.11,27.97
2005-11-18,64.56,29.4,25.3,28.07
2005-11-21,64.96,29.28,25.25,28.16
2005-11-22,66.52,29.35,26.16,27.91
2005-11-23,67.11,29.38,26.64,27.92
2005-11-25,69.34,29.73,26.81,27.76
2005-11-28,69.66,29.96,26.86,27.75
2005-11-29,68.1,29.96,26.78,27.68
2005-11-30,67.82,29.67,26.68,27.68
2005-12-01,71.6001,29.56,27.18,27.89
2005-12-02,72.63,29.23,27.43,28.01
2005-12-05,71.82,29.79,26.9,27.85
2005-12-06,74.05,29.62,26.67,27.69
2005-12-07,73.95,29.52,26.15,27.75
2005-12-08,74.08,29.23,25.7,27.69
2005-12-09,74.3305,29.92,26.08,27.71
2005-12-12,74.91,29.97,26.62,27.45
2005-12-13,74.98,29.07,26.72,27.1301
2005-12-14,72.01,29.61,26.63,27.09
2005-12-15,72.18,29.2,26.58,26.92
2005-12-16,71.11,28.92,26.38,26.9
2005-12-19,71.38,28.87,25.78,26.83
2005-12-20,72.11,28.85,25.81,26.86
2005-12-21,73.5,28.77,25.88,26.73
2005-12-22,74.02,28.9,25.97,26.59
2005-12-23,73.35,28.77,25.97,26.64
2005-12-27,74.23,28.74,25.46,26.46
2005-12-28,73.57,28.8,25.44,26.39
2005-12-29,71.45,28.74,25.07,26.27
2005-12-30,71.89,28.63,24.96,26.15
2006-01-03,74.75,28.77,25.57,26.84
2006-01-04,74.97,29.61,25.9099,26.97
2006-01-05,74.38,29.4,26.27,26.99
2006-01-06,76.3,30.24,26.31,26.91
2006-01-09,76.05,30.62,26.47,26.86
2006-01-10,80.86,30.78,26.1199,27.0
2006-01-11,83.9,31.34,26.14,27.29
2006-01-12,84.291,31.02,25.97,27.14
2006-01-13,85.5899,31.9,25.79,27.19
2006-01-17,84.7101,31.66,25.52,26.99
2006-01-18,82.4901,31.25,22.599,26.83
2006-01-19,79.035,32.24,22.4,27.02
2006-01-20,76.089,31.74,21.7599,26.41
2006-01-23,77.67,31.34,21.35,26.35
2006-01-24,76.04,31.37,21.28,26.28
2006-01-25,74.2,32.11,21.21,26.4
2006-01-26,72.33,31.6,21.49,26.5
2006-01-27,72.03,31.29,21.67,27.79
2006-01-30,75.0,31.28,21.65,28.0
2006-01-31,75.51,31.18,21.255,28.15
2006-02-01,75.42,31.23,21.55,28.04
2006-02-02,72.1,30.91,21.2001,27.68
2006-02-03,71.847,30.56,20.74,27.54
2006-02-06,67.3,30.27,20.61,27.17
2006-02-07,67.6,30.37,20.67,26.94
2006-02-08,68.81,32.01,20.67,26.91
2006-02-09,64.95,31.6,21.0,26.66
2006-02-10,67.31,31.51,21.29,26.69
2006-02-13,64.71,31.74,21.13,26.39
2006-02-14,67.645,32.49,21.37,26.65
2006-02-15,69.22,31.67,21.35,26.88
2006-02-16,70.57,34.02,21.35,26.81
2006-02-17,70.29,34.07,20.61,26.7
2006-02-21,69.08,32.51,20.62,26.54
2006-02-22,71.32,32.94,20.15,26.72
2006-02-23,71.75,32.37,20.29,26.66
2006-02-24,71.46,32.02,20.36,26.63
2006-02-27,70.99,33.41,20.52,27.05
2006-02-28,68.49,32.81,20.6,26.87
2006-03-01,69.1,34.05,20.8,27.14
2006-03-02,69.61,34.19,20.49,26.97
2006-03-03,67.72,33.26,20.32,26.93
2006-03-06,65.48,32.86,20.3,26.91
2006-03-07,66.31,32.96,20.06,27.06
2006-03-08,65.66,32.68,20.01,27.25
2006-03-09,63.93,32.76,19.75,27.0
2006-03-10,63.19,32.99,19.85,27.17
2006-03-13,65.68,33.22,19.73,27.11
2006-03-14,67.32,33.4,19.76,27.23
2006-03-15,66.23,33.89,19.92,27.36
2006-03-16,64.31,33.86,19.65,27.27
2006-03-17,64.66,34.16,19.54,27.5
2006-03-20,63.99,33.96,19.62,27.89
2006-03-21,61.81,33.54,19.78,27.74
2006-03-22,61.67,33.36,19.98,27.15
2006-03-23,60.16,33.0,19.7,26.85
2006-03-24,59.96,33.17,19.6,27.01
2006-03-27,59.51,33.11,19.75,27.01
2006-03-28,58.71,32.07,19.58,26.9
2006-03-29,62.33,32.72,19.82,27.02
2006-03-30,62.75,32.57,19.7,27.23
2006-03-31,62.72,32.9,19.46,27.21
2006-04-03,62.65,33.53,19.35,27.56
2006-04-04,61.17,33.69,19.3,27.64
2006-04-05,67.21,34.36,19.48,27.74
2006-04-06,71.24,34.1,19.38,27.56
2006-04-07,69.79,33.37,19.24,27.25
2006-04-10,68.67,33.1,19.36,27.29
2006-04-11,67.99,32.54,19.16,27.13
2006-04-12,66.71,32.33,19.12,27.2
2006-04-13,66.469,32.62,19.45,27.07
2006-04-17,64.811,32.03,19.19,26.84
2006-04-18,66.22,33.48,19.39,27.22
2006-04-19,65.65,32.99,19.56,27.03
2006-04-20,67.63,33.81,19.45,27.03
2006-04-21,67.04,32.96,19.06,27.15
2006-04-24,65.75,32.9,18.91,27.11
2006-04-25,66.17,33.01,19.15,27.11
2006-04-26,68.15,32.8,19.49,27.1
2006-04-27,69.36,33.26,20.08,27.25
2006-04-28,70.39,32.47,19.98,24.15
2006-05-01,69.6,32.64,19.49,24.29
2006-05-02,71.62,32.32,19.59,24.01
2006-05-03,71.14,32.84,19.16,23.17
2006-05-04,71.13,33.29,19.34,23.44
2006-05-05,71.89,33.87,19.51,23.8
2006-05-08,71.89,33.79,20.11,23.73
2006-05-09,71.03,33.12,19.9,23.62
2006-05-10,70.6,33.08,19.58,23.77
2006-05-11,68.15,32.53,19.36,23.22
2006-05-12,67.7,32.13,19.04,23.17
2006-05-15,67.79,31.63,19.32,23.15
2006-05-16,64.98,31.11,19.06,23.01
2006-05-17,65.26,32.16,18.66,22.73
2006-05-18,63.18,32.48,18.65,22.83
2006-05-19,64.51,32.02,18.36,22.56
2006-05-22,63.38,32.18,18.01,22.88
2006-05-23,63.15,32.11,17.95,22.79
2006-05-24,63.34,32.37,17.89,23.5
2006-05-25,64.33,32.27,18.05,23.74
2006-05-26,63.549,32.54,18.22,23.72
2006-05-30,61.22,31.92,17.81,23.15
2006-05-31,59.77,32.38,18.02,22.65
2006-06-01,62.17,32.43,18.04,22.82
2006-06-02,61.66,32.4,18.23,22.76
2006-06-05,60.0,31.59,17.98,22.5
2006-06-06,59.723,30.9,17.79,22.13
2006-06-07,58.565,30.93,17.39,22.04
2006-06-08,60.76,30.06,17.11,22.11
2006-06-09,59.52,29.94,17.19,22.03
2006-06-12,57.0,29.87,16.86,21.71
2006-06-13,58.33,29.79,17.12,21.51
2006-06-14,57.61,30.14,17.73,21.88
2006-06-15,59.38,31.88,18.12,22.07
2006-06-16,57.56,33.04,18.3,22.1
2006-06-19,57.2,33.57,18.24,22.55
2006-06-20,57.47,32.86,18.15,22.56
2006-06-21,57.86,33.74,18.4,23.08
2006-06-22,59.58,32.97,18.25,22.88
2006-06-23,58.83,32.66,18.0,22.5
2006-06-26,58.99,32.49,18.28,22.82
2006-06-27,57.43,31.94,18.05,22.86
2006-06-28,56.02,31.59,18.66,23.16
2006-06-29,58.97,32.03,19.3199,23.4702
2006-06-30,57.27,31.68,19.0,23.3
2006-07-03,57.95,32.51,19.36,23.7
2006-07-05,57.0015,32.77,18.75,23.35
2006-07-06,55.77,33.1,18.85,23.48
2006-07-07,55.4,32.85,18.56,23.3
2006-07-10,55.0,31.93,18.18,23.5
2006-07-11,55.65,32.54,18.67,23.1
2006-07-12,52.96,31.67,17.88,22.64
2006-07-13,52.25,31.22,17.72,22.26
2006-07-14,50.67,30.76,17.88,22.29
2006-07-17,52.37,31.2,17.84,22.48
2006-07-18,52.9,30.95,18.21,22.74
2006-07-19,54.1,32.25,18.49,23.4
2006-07-20,60.5,31.8,17.104,22.85
2006-07-21,60.72,30.52,17.15,23.87
2006-07-24,61.42,31.07,17.48,24.0
2006-07-25,61.928,31.33,17.54,24.22
2006-07-26,63.87,31.75,17.5,24.37
2006-07-27,63.4,32.19,17.47,23.87
2006-07-28,65.59,32.11,18.18,24.25
2006-07-31,67.96,31.91,18.0,24.06
2006-08-01,67.18,31.67,17.66,23.99
2006-08-02,68.16,32.5,17.59,24.3
2006-08-03,69.59,32.59,17.33,24.21
2006-08-04,68.3,32.44,17.49,24.29
2006-08-07,67.21,32.74,17.32,24.22
2006-08-08,64.78,32.89,17.36,24.34
2006-08-09,63.59,33.06,17.4,24.44
2006-08-10,64.07,33.01,17.75,24.46
2006-08-11,63.65,33.05,17.41,24.43
2006-08-14,63.94,33.29,17.87,24.53
2006-08-15,66.45,33.99,18.13,24.62
2006-08-16,67.98,34.43,18.61,24.7
2006-08-17,67.59,35.15,18.56,24.7
2006-08-18,67.91,35.52,18.4,25.79
2006-08-21,66.56,34.89,18.25,26.12
2006-08-22,67.62,35.02,18.34,25.62
2006-08-23,67.31,35.26,18.38,25.67
2006-08-24,67.81,35.38,18.56,25.74
2006-08-25,68.75,35.23,18.9,25.85
2006-08-28,66.98,35.28,19.38,25.95
2006-08-29,66.48,35.76,19.68,25.84
2006-08-30,66.96,36.0,19.84,25.8
2006-08-31,67.85,36.56,19.57,25.7
2006-09-01,68.38,36.53,19.88,25.84
2006-09-05,71.48,36.46,19.99,25.61
2006-09-06,70.03,35.84,19.31,25.61
2006-09-07,72.8,35.42,19.22,25.43
2006-09-08,72.52,36.09,19.45,25.6
2006-09-11,72.5,36.36,19.4,25.91
2006-09-12,72.63,36.92,19.75,25.93
2006-09-13,74.2,36.37,19.83,25.98
2006-09-14,74.17,36.25,19.78,26.33
2006-09-15,74.1,36.18,19.51,26.85
2006-09-18,73.89,36.4,19.65,26.79
2006-09-19,73.77,36.35,19.42,26.86
2006-09-20,75.26,36.78,19.49,27.18
2006-09-21,74.65,34.87,19.19,26.9
2006-09-22,73.0,35.11,19.07,26.66
2006-09-25,75.75,35.71,19.41,26.95
2006-09-26,77.61,35.7,19.96,27.2
2006-09-27,76.41,35.39,20.39,27.44
2006-09-28,77.01,35.97,20.77,27.4
2006-09-29,76.98,36.69,20.57,27.35
2006-10-02,74.86,37.66,20.44,27.36
2006-10-03,74.07,37.42,20.57,27.37
2006-10-04,75.38,38.02,20.82,27.94
2006-10-05,74.83,37.84,20.78,27.92
2006-10-06,74.22,37.72,20.63,27.87
2006-10-09,74.63,38.0,20.62,27.72
2006-10-10,73.81,37.93,20.89,27.69
2006-10-11,73.23,37.87,20.89,27.54
2006-10-12,75.26,38.42,21.49,28.22
2006-10-13,75.02,38.86,21.6,28.37
2006-10-16,75.4,38.76,21.61,28.45
2006-10-17,74.29,39.06,20.9,28.44
2006-10-18,74.53,39.01,21.11,28.52
2006-10-19,78.99,39.56,21.03,28.29
2006-10-20,79.95,39.38,21.33,28.43
2006-10-23,81.46,39.87,21.45,28.45
2006-10-24,81.05,39.44,21.62,28.28
2006-10-25,81.68,39.17,21.72,28.31
2006-10-26,82.19,39.17,21.77,28.35
2006-10-27,80.41,38.46,21.1,28.34
2006-10-30,80.42,38.92,21.26,28.53
2006-10-31,81.08,38.74,21.34,28.71
2006-11-01,79.16,38.55,21.02,28.81
2006-11-02,78.98,38.59,20.68,28.77
2006-11-03,78.29,38.22,20.51,28.73
2006-11-06,79.71,38.73,20.8175,28.84
2006-11-07,80.51,38.7,20.8,28.95
2006-11-08,82.45,38.88,20.71,28.98
2006-11-09,83.34,39.56,20.42,29.26
2006-11-10,83.12,39.99,20.58,29.24
2006-11-13,84.35,40.22,21.0,29.35
2006-11-14,85.0,40.67,21.88,29.2285
2006-11-15,84.05,39.79,22.323,29.12
2006-11-16,85.61,40.13,22.33,29.47
2006-11-17,85.85,39.77,22.1,29.4
2006-11-20,86.47,39.71,22.27,29.89
2006-11-21,88.6,39.99,21.57,29.92
2006-11-22,90.31,39.72,21.73,29.92
2006-11-24,91.63,39.56,21.59,29.76
2006-11-27,89.54,38.64,21.02,29.48
2006-11-28,91.81,38.87,20.98,29.39
2006-11-29,91.8,39.39,21.24,29.57
2006-11-30,91.66,39.46,21.395,29.36
2006-12-01,91.32,39.44,20.93,29.12
2006-12-04,91.12,39.86,21.22,29.33
2006-12-05,91.27,39.91,21.12,29.13
2006-12-06,89.83,40.14,20.9,28.99
2006-12-07,87.04,39.86,20.65,28.85
2006-12-08,88.26,39.56,20.68,29.4
2006-12-11,88.75,40.01,20.7,29.54
2006-12-12,86.14,39.83,20.73,29.43
2006-12-13,89.05,39.67,20.7,29.55
2006-12-14,88.55,39.91,20.77,30.07
2006-12-15,87.72,39.94,20.96,30.19
2006-12-18,85.47,40.03,20.84,29.89
2006-12-19,86.31,40.43,20.66,29.99
2006-12-20,84.76,41.34,20.6,30.09
2006-12-21,82.9,40.8,20.37,29.98
2006-12-22,82.2,40.63,20.08,29.64
